DA_CAN_RESTR_FLAG,DA_CAN_RESTR_KEY,DA_CAN_RESTR_REMARK,DA_CAN_RESTR_TYPE,DA_FREE_RESTR_FLAG,DA_FREE_RESTR_KEY,DA_FREE_RESTR_REMARK,PARENT_STATUS_NUMBER,RESTRICTION_TYPE
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908072,FREE_FORM
,,,,F,05,LATERAL # TH1,0908072,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908072,FREE_FORM
,,,,F,07,LEASE LINES:     000463.00 FN            L,0908072,FREE_FORM
,,,,F,08,000811.00 FW            L,0908072,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908072,FREE_FORM
,,,,F,10,BH COUNTY: 317,0908072,FREE_FORM
,,,,F,11,SECTION: 47      BLOCK: 35 T1N    ABSTRACT: 64,0908072,FREE_FORM
,,,,F,12,SURVEY NAME:     T&P RR CO,0908072,FREE_FORM
,,,,F,13,LEASE LINES:     000050.00 FSOUTH        L,0908072,FREE_FORM
,,,,F,14,000500.00 FW            L,0908072,FREE_FORM
,,,,F,15,SURVEY LINES:    000050.00 FS            L,0908072,FREE_FORM
,,,,F,16,000500.00 FW            L,0908072,FREE_FORM
,02,,01,,,,0908071,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908071,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908071,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908071,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908071,FREE_FORM
,,,,F,05,LATERAL # TH1,0908071,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908071,FREE_FORM
,,,,F,07,LEASE LINES:     000410.00 FN            L,0908071,FREE_FORM
,,,,F,08,000806.00 FW            L,0908071,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908071,FREE_FORM
,,,,F,10,BH COUNTY: 317,0908071,FREE_FORM
,,,,F,11,SECTION: 47      BLOCK: 35 T1N    ABSTRACT: 64,0908071,FREE_FORM
,,,,F,12,SURVEY NAME:     T&P RR CO,0908071,FREE_FORM
,,,,F,13,LEASE LINES:     000050.00 FS            L,0908071,FREE_FORM
,,,,F,14,000330.00 FW            L,0908071,FREE_FORM
,,,,F,15,SURVEY LINES:    000050.00 FS            L,0908071,FREE_FORM
,,,,F,16,000330.00 FW            L,0908071,FREE_FORM
,02,,01,,,,0908073,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908073,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908073,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908073,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908073,FREE_FORM
,,,,F,05,LATERAL # TH1,0908073,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908073,FREE_FORM
,,,,F,07,LEASE LINES:     000488.00 FN            L,0908073,FREE_FORM
,,,,F,08,000810.00 FE            L,0908073,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908073,FREE_FORM
,,,,F,10,BH COUNTY: 317,0908073,FREE_FORM
,,,,F,11,SECTION: 47      BLOCK: 35 T1N    ABSTRACT: 64,0908073,FREE_FORM
,,,,F,12,SURVEY NAME:     T&P RR CO,0908073,FREE_FORM
,,,,F,13,LEASE LINES:     000050.00 FS            L,0908073,FREE_FORM
,,,,F,14,000900.00 FW            L,0908073,FREE_FORM
,,,,F,15,SURVEY LINES:    000050.00 FS            L,0908073,FREE_FORM
,,,,F,16,000900.00 FW            L,0908073,FREE_FORM
,02,,01,,,,0908075,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908075,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908075,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908075,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908075,FREE_FORM
,,,,F,05,LATERAL # TH1,0908075,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908075,FREE_FORM
,,,,F,07,LEASE LINES:     000444.00 FN            L,0908075,FREE_FORM
,,,,F,08,001451.00 FW            L,0908075,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908075,FREE_FORM
,,,,F,10,BH COUNTY: 317,0908075,FREE_FORM
,,,,F,11,SECTION: 47      BLOCK: 35 T1N    ABSTRACT: 64,0908075,FREE_FORM
,,,,F,12,SURVEY NAME:     T&P RR CO,0908075,FREE_FORM
,,,,F,13,LEASE LINES:     000050.00 FS            L,0908075,FREE_FORM
,,,,F,14,001300.00 FW            L,0908075,FREE_FORM
,,,,F,15,SURVEY LINES:    000050.00 FS            L,0908075,FREE_FORM
,,,,F,16,001300.00 FW            L,0908075,FREE_FORM
,02,,01,,,,0908074,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908074,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908074,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908074,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908074,FREE_FORM
,,,,F,05,LATERAL # TH1,0908074,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908074,FREE_FORM
,,,,F,07,LEASE LINES:     000513.00 FN            L,0908074,FREE_FORM
,,,,F,08,000810.00 FE            L,0908074,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908074,FREE_FORM
,,,,F,10,BH COUNTY: 317,0908074,FREE_FORM
,,,,F,11,SECTION: 47      BLOCK: 35 T1N    ABSTRACT: 64,0908074,FREE_FORM
,,,,F,12,SURVEY NAME:     T&P RR CO,0908074,FREE_FORM
,,,,F,13,LEASE LINES:     000050.00 FS            L,0908074,FREE_FORM
,,,,F,14,001300.00 FW            L,0908074,FREE_FORM
,,,,F,15,SURVEY LINES:    000050.00 FS            L,0908074,FREE_FORM
,,,,F,16,001300.00 FW            L,0908074,FREE_FORM
,02,,01,,,,0908076,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908076,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908076,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908076,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908076,FREE_FORM
,,,,F,05,LATERAL # TH1,0908076,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908076,FREE_FORM
,,,,F,07,LEASE LINES:     000464.00 FN            L,0908076,FREE_FORM
,,,,F,08,001216.00 FE            L,0908076,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908076,FREE_FORM
,,,,F,10,BH COUNTY: 317,0908076,FREE_FORM
,,,,F,11,SECTION: 47      BLOCK: 35 T1N    ABSTRACT: 64,0908076,FREE_FORM
,,,,F,12,SURVEY NAME:     T&P RR CO,0908076,FREE_FORM
,,,,F,13,LEASE LINES:     000050.00 FS            L,0908076,FREE_FORM
,,,,F,14,000956.00 FE            L,0908076,FREE_FORM
,,,,F,15,SURVEY LINES:    000050.00 FS            L,0908076,FREE_FORM
,,,,F,16,001700.00 FW            L,0908076,FREE_FORM
,02,,01,,,,0908077,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908077,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908077,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908077,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908077,FREE_FORM
,,,,F,05,AN APPROVAL FOR DOUBLE ASSIGNMENT OF SURFACE ACREAGE HAS BEEN GRANTED,0908077,FREE_FORM
,,,,F,06,FOR THIS FIELD PURSUANT TO SWR 40(E)(2). YOU ARE REQUIRED TO ATTACH TH,0908077,FREE_FORM
,,,,F,07,E APPROVED R40 LETTER TO THE COMPLETION PACKET. THE APPROVED R40 LETTE,0908077,FREE_FORM
,,,,F,08,R MAY BE FOUND IN THE ATTACHMENTS SECTION OF THIS W-1.,0908077,FREE_FORM
,,,,F,09,LATERAL # TH1,0908077,FREE_FORM
,,,,F,10,PENETRATION POINT LOCATION,0908077,FREE_FORM
,,,,F,11,LEASE LINES:     000494.00 FN            L,0908077,FREE_FORM
,,,,F,12,001210.00 FE            L,0908077,FREE_FORM
,,,,F,13,TERMINUS LOCATION,0908077,FREE_FORM
,,,,F,14,BH COUNTY: 317,0908077,FREE_FORM
,,,,F,15,SECTION: 47      BLOCK: 35 T1N    ABSTRACT: 64,0908077,FREE_FORM
,,,,F,16,SURVEY NAME:     T&P RR CO,0908077,FREE_FORM
,,,,F,17,LEASE LINES:     000050.00 FS            L,0908077,FREE_FORM
,,,,F,18,001156.00 FE            L,0908077,FREE_FORM
,,,,F,19,SURVEY LINES:    000050.00 FS            L,0908077,FREE_FORM
,,,,F,20,001500.00 FW            L,0908077,FREE_FORM
,02,,01,,,,0908078,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908078,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908078,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908078,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908078,FREE_FORM
,,,,F,05,AN APPROVAL FOR DOUBLE ASSIGNMENT OF SURFACE ACREAGE HAS BEEN GRANTED,0908078,FREE_FORM
,,,,F,06,FOR THIS FIELD PURSUANT TO SWR 40(E)(2). YOU ARE REQUIRED TO ATTACH TH,0908078,FREE_FORM
,,,,F,07,E APPROVED R40 LETTER TO THE COMPLETION PACKET. THE APPROVED R40 LETTE,0908078,FREE_FORM
,,,,F,08,R MAY BE FOUND IN THE ATTACHMENTS SECTION OF THIS W-1.,0908078,FREE_FORM
,,,,F,09,LATERAL # TH1,0908078,FREE_FORM
,,,,F,10,PENETRATION POINT LOCATION,0908078,FREE_FORM
,,,,F,11,LEASE LINES:     000544.00 FN            L,0908078,FREE_FORM
,,,,F,12,001211.00 FE            L,0908078,FREE_FORM
,,,,F,13,TERMINUS LOCATION,0908078,FREE_FORM
,,,,F,14,BH COUNTY: 317,0908078,FREE_FORM
,,,,F,15,SECTION: 47      BLOCK: 35 T1N    ABSTRACT: 64,0908078,FREE_FORM
,,,,F,16,SURVEY NAME:     T&P RR CO,0908078,FREE_FORM
,,,,F,17,LEASE LINES:     000050.00 FS            L,0908078,FREE_FORM
,,,,F,18,000556.00 FE            L,0908078,FREE_FORM
,,,,F,19,SURVEY LINES:    000050.00 FS            L,0908078,FREE_FORM
,,,,F,20,002100.00 FW            L,0908078,FREE_FORM
,02,,01,,,,0908079,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908079,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908079,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908079,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908079,FREE_FORM
,,,,F,05,AN APPROVAL FOR DOUBLE ASSIGNMENT OF SURFACE ACREAGE HAS BEEN GRANTED,0908079,FREE_FORM
,,,,F,06,FOR THIS FIELD PURSUANT TO SWR 40(E)(2). YOU ARE REQUIRED TO ATTACH TH,0908079,FREE_FORM
,,,,F,07,E APPROVED R40 LETTER TO THE COMPLETION PACKET. THE APPROVED R40 LETTE,0908079,FREE_FORM
,,,,F,08,R MAY BE FOUND IN THE ATTACHMENTS SECTION OF THIS W-1.,0908079,FREE_FORM
,,,,F,09,LATERAL # TH1,0908079,FREE_FORM
,,,,F,10,PENETRATION POINT LOCATION,0908079,FREE_FORM
,,,,F,11,LEASE LINES:     000514.00 FN            L,0908079,FREE_FORM
,,,,F,12,001216.00 FE            L,0908079,FREE_FORM
,,,,F,13,TERMINUS LOCATION,0908079,FREE_FORM
,,,,F,14,BH COUNTY: 317,0908079,FREE_FORM
,,,,F,15,SECTION: 47      BLOCK: 35 T1N    ABSTRACT: 64,0908079,FREE_FORM
,,,,F,16,SURVEY NAME:     T&P RR CO,0908079,FREE_FORM
,,,,F,17,LEASE LINES:     000050.00 FS            L,0908079,FREE_FORM
,,,,F,18,000346.00 FE            L,0908079,FREE_FORM
,,,,F,19,SURVEY LINES:    000050.00 FS            L,0908079,FREE_FORM
,,,,F,20,002310.00 FW            L,0908079,FREE_FORM
,02,,01,,,,0907483,CANNED
,,,,F,01,LATERAL # TH1,0907483,FREE_FORM
,,,,F,02,PENETRATION POINT LOCATION,0907483,FREE_FORM
,,,,F,03,LEASE LINES:     000507.00 FEAST         L,0907483,FREE_FORM
,,,,F,04,000468.00 FNORTH        L,0907483,FREE_FORM
,,,,F,05,TERMINUS LOCATION,0907483,FREE_FORM
,,,,F,06,BH COUNTY: 317,0907483,FREE_FORM
,,,,F,07,SECTION: 17      BLOCK: 37 T2N    ABSTRACT: 244,0907483,FREE_FORM
,,,,F,08,SURVEY NAME:     T&P RR CO,0907483,FREE_FORM
,,,,F,09,LEASE LINES:     000340.00 FEAST         L,0907483,FREE_FORM
,,,,F,10,000050.00 FSOUTH        L,0907483,FREE_FORM
,,,,F,11,SURVEY LINES:    001662.00 FEAST         L,0907483,FREE_FORM
,,,,F,12,000050.00 FSOUTH        L,0907483,FREE_FORM
,02,,01,,,,0907484,CANNED
,,,,F,01,LATERAL # TH1,0907484,FREE_FORM
,,,,F,02,PENETRATION POINT LOCATION,0907484,FREE_FORM
,,,,F,03,LEASE LINES:     000482.00 FEAST         L,0907484,FREE_FORM
,,,,F,04,000469.00 FNORTH        L,0907484,FREE_FORM
,,,,F,05,TERMINUS LOCATION,0907484,FREE_FORM
,,,,F,06,BH COUNTY: 317,0907484,FREE_FORM
,,,,F,07,SECTION: 17      BLOCK: 37 T2N    ABSTRACT: 244,0907484,FREE_FORM
,,,,F,08,SURVEY NAME:     T&P RR CO,0907484,FREE_FORM
,,,,F,09,LEASE LINES:     000330.00 FEAST         L,0907484,FREE_FORM
,,,,F,10,000050.00 FSOUTH        L,0907484,FREE_FORM
,,,,F,11,SURVEY LINES:    001652.00 FEAST         L,0907484,FREE_FORM
,,,,F,12,000050.00 FSOUTH        L,0907484,FREE_FORM
,02,,01,,,,0907970,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0907970,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0907970,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0907970,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0907970,FREE_FORM
,,,,F,05,LATERAL # TH1,0907970,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0907970,FREE_FORM
,,,,F,07,LEASE LINES:     000400.00 FN            L,0907970,FREE_FORM
,,,,F,08,001692.00 FE            L,0907970,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0907970,FREE_FORM
,,,,F,10,BH COUNTY: 115,0907970,FREE_FORM
,,,,F,11,SECTION: 27      BLOCK: 36 T4N    ABSTRACT: 150,0907970,FREE_FORM
,,,,F,12,SURVEY NAME:     T&P RR CO,0907970,FREE_FORM
,,,,F,13,LEASE LINES:     000010.00 FN            L,0907970,FREE_FORM
,,,,F,14,000330.00 FW            L,0907970,FREE_FORM
,,,,F,15,SURVEY LINES:    002637.00 FS            L,0907970,FREE_FORM
,,,,F,16,002310.00 FE            L,0907970,FREE_FORM
,02,,01,,,,0907971,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0907971,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0907971,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0907971,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0907971,FREE_FORM
,,,,F,05,LATERAL # TH1,0907971,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0907971,FREE_FORM
,,,,F,07,LEASE LINES:     000400.00 FN            L,0907971,FREE_FORM
,,,,F,08,000391.00 FE            L,0907971,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0907971,FREE_FORM
,,,,F,10,BH COUNTY: 115,0907971,FREE_FORM
,,,,F,11,SECTION: 27      BLOCK: 36 T4N    ABSTRACT: 150,0907971,FREE_FORM
,,,,F,12,SURVEY NAME:     T&P RR CO,0907971,FREE_FORM
,,,,F,13,LEASE LINES:     000010.00 FN            L,0907971,FREE_FORM
,,,,F,14,000730.00 FE            L,0907971,FREE_FORM
,,,,F,15,SURVEY LINES:    002639.00 FS            L,0907971,FREE_FORM
,,,,F,16,000730.00 FE            L,0907971,FREE_FORM
,02,,01,,,,0908458,CANNED
,03,,03,,,,0908458,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908458,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908458,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908458,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908458,FREE_FORM
,02,,01,,,,0907706,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0907706,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0907706,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0907706,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0907706,FREE_FORM
,,,,F,05,LATERAL # TH1,0907706,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0907706,FREE_FORM
,,,,F,07,LEASE LINES:     015112.00 FS            L,0907706,FREE_FORM
,,,,F,08,001007.00 FE            L,0907706,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0907706,FREE_FORM
,,,,F,10,BH COUNTY: 317,0907706,FREE_FORM
,,,,F,11,SECTION: 14      BLOCK: 39 T1N    ABSTRACT: 830,0907706,FREE_FORM
,,,,F,12,"SURVEY NAME:     T&P RR CO/TERRELL, W H",0907706,FREE_FORM
,,,,F,13,LEASE LINES:     000692.00 FN            L,0907706,FREE_FORM
,,,,F,14,000435.00 FE            L,0907706,FREE_FORM
,,,,F,15,SURVEY LINES:    000692.00 FN            L,0907706,FREE_FORM
,,,,F,16,000435.00 FE            L,0907706,FREE_FORM
,02,,01,,,,0908371,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908371,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908371,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908371,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908371,FREE_FORM
,,,,F,05,AT THE TIME OF COMPLETION ALL WELLS SHOWN ON THE P-16 MUST HAVE AT LEA,0908371,FREE_FORM
,,,,F,06,ST THE MINIMUM ACREAGE ASSIGNED PER THE FIELD RULES WITHOUT OVER ASSIG,0908371,FREE_FORM
,,,,F,07,NING THE ACREAGE FROM EACH OF THE BASE LEASES. IF THE OPERATOR IS UNAB,0908371,FREE_FORM
,,,,F,08,LE TO MEET THESE REQUIREMENTS AT THE TIME OF COMPLETION A SWR 38 EXCEP,0908371,FREE_FORM
,,,,F,09,TION WILL BE REQUIRED.,0908371,FREE_FORM
,,,,F,10,LATERAL # TH1,0908371,FREE_FORM
,,,,F,11,PENETRATION POINT LOCATION,0908371,FREE_FORM
,,,,F,12,LEASE LINES:     004018.00 FS            L,0908371,FREE_FORM
,,,,F,13,002252.00 FE            L,0908371,FREE_FORM
,,,,F,14,TERMINUS LOCATION,0908371,FREE_FORM
,,,,F,15,BH COUNTY: 317,0908371,FREE_FORM
,,,,F,16,SECTION: 6       BLOCK: H A       ABSTRACT: 946,0908371,FREE_FORM
,,,,F,17,"SURVEY NAME:     O`BRIEN, J H",0908371,FREE_FORM
,,,,F,18,LEASE LINES:     008647.00 FNW           L,0908371,FREE_FORM
,,,,F,19,000752.00 FW            L,0908371,FREE_FORM
,,,,F,20,SURVEY LINES:    002500.00 FS            L,0908371,FREE_FORM
,,,,F,21,000752.00 FW            L,0908371,FREE_FORM
,02,,01,,,,0908372,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908372,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908372,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908372,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908372,FREE_FORM
,,,,F,05,AT THE TIME OF COMPLETION ALL WELLS SHOWN ON THE P-16 MUST HAVE AT LEA,0908372,FREE_FORM
,,,,F,06,ST THE MINIMUM ACREAGE ASSIGNED PER THE FIELD RULES WITHOUT OVER ASSIG,0908372,FREE_FORM
,,,,F,07,NING THE ACREAGE FROM EACH OF THE BASE LEASES. IF THE OPERATOR IS UNAB,0908372,FREE_FORM
,,,,F,08,LE TO MEET THESE REQUIREMENTS AT THE TIME OF COMPLETION A SWR 38 EXCEP,0908372,FREE_FORM
,,,,F,09,TION WILL BE REQUIRED.,0908372,FREE_FORM
,,,,F,10,LATERAL # TH1,0908372,FREE_FORM
,,,,F,11,PENETRATION POINT LOCATION,0908372,FREE_FORM
,,,,F,12,LEASE LINES:     004015.00 FS            L,0908372,FREE_FORM
,,,,F,13,001971.00 FE            L,0908372,FREE_FORM
,,,,F,14,TERMINUS LOCATION,0908372,FREE_FORM
,,,,F,15,BH COUNTY: 317,0908372,FREE_FORM
,,,,F,16,SECTION: 6       BLOCK: H A       ABSTRACT: 946,0908372,FREE_FORM
,,,,F,17,"SURVEY NAME:     O`BRIEN, J H",0908372,FREE_FORM
,,,,F,18,LEASE LINES:     007991.00 FN            L,0908372,FREE_FORM
,,,,F,19,000749.00 FW            L,0908372,FREE_FORM
,,,,F,20,SURVEY LINES:    003156.00 FS            L,0908372,FREE_FORM
,,,,F,21,000749.00 FW            L,0908372,FREE_FORM
,02,,01,,,,0908370,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908370,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908370,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908370,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908370,FREE_FORM
,,,,F,05,AT THE TIME OF COMPLETION ALL WELLS SHOWN ON THE P-16 MUST HAVE AT LEA,0908370,FREE_FORM
,,,,F,06,ST THE MINIMUM ACREAGE ASSIGNED PER THE FIELD RULES WITHOUT OVER ASSIG,0908370,FREE_FORM
,,,,F,07,NING THE ACREAGE FROM EACH OF THE BASE LEASES. IF THE OPERATOR IS UNAB,0908370,FREE_FORM
,,,,F,08,LE TO MEET THESE REQUIREMENTS AT THE TIME OF COMPLETION A SWR 38 EXCEP,0908370,FREE_FORM
,,,,F,09,TION WILL BE REQUIRED.,0908370,FREE_FORM
,,,,F,10,LATERAL # TH1,0908370,FREE_FORM
,,,,F,11,PENETRATION POINT LOCATION,0908370,FREE_FORM
,,,,F,12,LEASE LINES:     004002.00 FS            L,0908370,FREE_FORM
,,,,F,13,001711.00 FE            L,0908370,FREE_FORM
,,,,F,14,TERMINUS LOCATION,0908370,FREE_FORM
,,,,F,15,BH COUNTY: 317,0908370,FREE_FORM
,,,,F,16,SECTION: 6       BLOCK: H A       ABSTRACT: 946,0908370,FREE_FORM
,,,,F,17,"SURVEY NAME:     O`BRIEN, J H",0908370,FREE_FORM
,,,,F,18,LEASE LINES:     007978.00 FN            L,0908370,FREE_FORM
,,,,F,19,001136.00 FW            L,0908370,FREE_FORM
,,,,F,20,SURVEY LINES:    003168.00 FS            L,0908370,FREE_FORM
,,,,F,21,001136.00 FW            L,0908370,FREE_FORM
,02,,01,,,,0908373,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908373,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908373,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908373,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908373,FREE_FORM
,,,,F,05,AT THE TIME OF COMPLETION ALL WELLS SHOWN ON THE P-16 MUST HAVE AT LEA,0908373,FREE_FORM
,,,,F,06,ST THE MINIMUM ACREAGE ASSIGNED PER THE FIELD RULES WITHOUT OVER ASSIG,0908373,FREE_FORM
